pub_id,country,continent,animal,stage_life_m,lifespan_m,norm_age,bw_mean_kg,bw_sd_kg,sex,lactating,exp_id,model,study_id,treatment,potential_exposure_day,pfos_plasma_mean,pfos_plasma_sd,pfos_plasma_units,pfos_plasma_ns,pfos_liver_mean,pfos_liver_sd,pfos_liver_units,pfos_liver_ns,feed_intake_mean,feed_intake_units,water_intake_mean,water_intake_units,pfos_exposure_level_mean,pfos_exposure_level_sd,pfos_exposure_level_units
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.08,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.08,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.07,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.07,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.07,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.07,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.07,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.06,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.06,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.05,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.05,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.05,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.05,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.05,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.04,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.04,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.03,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.03,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.03,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.03,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.03,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLAEP,1,0.02,.,ug/mL,1,0.149,0.015,ug/g,2,9.219,kg/d,39.95,L/d,98,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.02,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.02,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.02,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.01,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.01,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.01,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.01,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.01,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
4,USA,NAM,Cattle,.,240,.,307.3,11.1,CM,N,1,FIX,4,CLANEP,0,0.01,.,ug/mL,1,.,.,.,.,9.219,kg/d,39.95,L/d,0.000025,.,ug/kg bw
5,Australia,AUS,Cattle,6,240,0.03,500,.,IF,N,1,FIX,5,CONEP,180,0.934,.,ug/mL,1,.,.,.,.,15,kg/d,26.5,L/d,0.159,0.04,ug/kg bw
5,Australia,AUS,Cattle,6,240,0.03,500,.,IF,N,1,FIX,5,CONEP,180,0.793,.,ug/mL,1,.,.,.,.,15,kg/d,26.5,L/d,0.159,0.04,ug/kg bw
5,Australia,AUS,Cattle,5,240,0.02,885,.,IF,N,1,FIX,5,CONEP,150,0.768,.,ug/mL,1,.,.,.,.,15,kg/d,26.5,L/d,0.0898,0.022,ug/kg bw
5,Australia,AUS,Cattle,2,240,0.01,885,.,IF,N,1,FIX,5,CONEP,60,0.609,.,ug/mL,1,.,.,.,.,15,kg/d,26.5,L/d,0.0898,0.022,ug/kg bw
6,USA,NAM,mice,1.62,30,0.054,500,0.0006,IM,N,5,FIX,6,CLAEP,28,108,4,ug/mL,6,341,17.4,ug/g,6,0.015,kg/d,0.0265,L/d,0.159,0.04,ug/kg bw/d
6,USA,NAM,mice,1.62,30,0.054,500,0.0007,IM,N,5,FIX,6,CLANEP,0,0.0104,0.0002,ug/mL,6,0.1019,0.0376,ug/g,6,0.015,kg/d,0.0265,L/d,0.159,0.04,ug/kg bw/d
6,USA,NAM,mice,1.606,30,0.054,500,0.001,IM,N,4,FIX,7,CLAEP,28,94,4.08,ug/mL,6,343,56.7273,ug/g,6,0.015,kg/d,0.0265,L/d,0.159,0.04,ug/kg bw/d
6,USA,NAM,mice,1.579,30,0.053,500,0.0022,IM,N,4,FIX,7,CLANEP,0,3.3,2.08,ug/mL,6,15.2,9.5723,ug/g,6,0.015,kg/d,0.0265,L/d,0.159,0.04,ug/kg bw/d
6,USA,NAM,mice,1.654,30,0.055,500,0.0017,IM,N,3,FIX,8,CLAEP,28,113,3.9,ug/mL,6,364,17.35,ug/g,6,0.015,kg/d,0.04164,L/d,0.2498,0.062,ug/kg bw/d
6,USA,NAM,mice,1.634,30,0.054,500,0.0017,IM,N,3,FIX,8,CLANEP,0,0.014,0.004,ug/mL,6,0.0794,0.0251,ug/g,6,0.015,kg/d,0.04164,L/d,0.2498,0.062,ug/kg bw/d
6,USA,NAM,mice,1.743,30,0.058,500,0.0007,IM,N,2,FIX,9,CLAEP,7,126.125,7.55,ug/mL,4,365,19,ug/g,4,0.015,kg/d,0.04164,L/d,0.2498,0.062,ug/kg bw/d
6,USA,NAM,mice,1.682,30,0.056,0.0246,0.0013,IM,N,2,FIX,9,CLANEP,0,0.0165,0.0028,ug/mL,4,0.0943,0.0286,ug/g,4,0.004,kg/d,0.00615,L/d,0.000025,.,ug/kg bw/d
6,USA,NAM,mice,1.791,30,0.06,0.0262,0.0007,IM,N,1,FIX,10,CLAEP,7,101,9.14,ug/mL,4,357,16.7,ug/g,4,0.004,kg/d,0.00655,L/d,0.2498,.,ug/kg bw/d
6,USA,NAM,mice,1.955,30,0.065,0.0286,0.0008,IM,N,1,FIX,10,CLANEP,0,1.11E-02,0.001,ug/mL,4,0.0801,0.0112,ug/g,4,0.004,kg/d,0.00715,L/d,0.000025,.,ug/kg bw/d
7,USA,NAM,rat,2.65,25,0.106,0.2922,0.0141,IF,Y,1,FIX,11,CLAEP,14,203.3,6.8,ug/mL,5,388.3,52.9,ug/g,5,0.017532,kg/d,0.035064,L/d,5000,.,ug/kg bw/d
7,USA,NAM,rat,2.65,25,0.106,0.2968,0.0192,IF,Y,1,FIX,11,CLAEP,14,68.8,2.4,ug/mL,5,151.4,22.1,ug/g,5,0.017808,kg/d,0.035616,L/d,2000,.,ug/kg bw/d
7,USA,NAM,rat,2.65,25,0.106,0.2996,0.0174,IF,Y,1,FIX,11,CLAEP,14,31.4,2.2,ug/mL,5,84.6,3.3,ug/g,5,0.017976,kg/d,0.035952,L/d,1000,.,ug/kg bw/d
7,USA,NAM,rat,2.65,25,0.106,0.3124,0.0159,IF,Y,1,FIX,11,CLAEP,14,5.8,0.3,ug/mL,5,33.4,2.2,ug/g,5,0.018744,kg/d,0.037488,L/d,300,.,ug/kg bw/d
7,USA,NAM,rat,2.65,25,0.106,0.3059,0.0118,IF,Y,1,FIX,11,CLAEP,14,2.2,0.1,ug/mL,4,12.5,0.7,ug/g,4,0.018354,kg/d,0.036708,L/d,100,.,ug/kg bw/d
7,USA,NAM,rat,2.65,25,0.106,0.3264,0.0123,IF,Y,1,FIX,11,CLANEP,0,0.000025,0.000001,ug/mL,5,0.22,0.1,ug/g,4,0.019584,kg/d,0.039168,L/d,0.000025,.,ug/kg bw/d
8,USA,NAM,mice,10,30,0.333,0.03,0.002,IM,N,1,FIX,12,CLAEP,90,179.34066,10.87912088,ug/mL,15,.,.,.,.,0.0057,kg/d,0.0075,L/d,2000,.,ug/kg bw/d
8,USA,NAM,mice,10,30,0.333,0.03,0.002,IM,N,1,FIX,12,CLAEP,150,178.02198,7.252747253,ug/mL,15,.,.,.,.,0.0057,kg/d,0.0075,L/d,2000,.,ug/kg bw/d
8,USA,NAM,mice,10,30,0.333,0.03,0.002,IM,N,1,FIX,12,CLAEP,60,172.08792,3.956043956,ug/mL,15,.,.,.,.,0.0057,kg/d,0.0075,L/d,2000,.,ug/kg bw/d
8,USA,NAM,mice,10,30,0.333,0.03,0.002,IM,N,1,FIX,12,CLAEP,185,146.37362,6.593406593,ug/mL,15,.,.,.,.,0.0057,kg/d,0.0075,L/d,2000,.,ug/kg bw/d
8,USA,NAM,mice,10,30,0.333,0.03,0.002,IM,N,1,FIX,12,CLAEP,30,106.813187,8.571428571,ug/mL,15,.,.,.,.,0.0057,kg/d,0.0075,L/d,2000,.,ug/kg bw/d
8,USA,NAM,mice,10,30,0.333,0.03,0.002,IM,N,1,FIX,12,CLAEP,15,50.10989,4.285714286,ug/mL,15,.,.,.,.,0.0057,kg/d,0.0075,L/d,2000,.,ug/kg bw/d
8,USA,NAM,mice,10,30,0.333,0.03,0.002,IM,N,1,FIX,12,CLAEP,60,32.307692,6.581352834,ug/mL,15,.,.,.,.,0.0057,kg/d,0.0075,L/d,200,.,ug/kg bw/d
8,USA,NAM,mice,10,30,0.333,0.03,0.002,IM,N,1,FIX,12,CLAEP,185,32.307692,10.20109689,ug/mL,15,.,.,.,.,0.0057,kg/d,0.0075,L/d,200,.,ug/kg bw/d
8,USA,NAM,mice,10,30,0.333,0.03,0.002,IM,N,1,FIX,12,CLAEP,90,30.98901099,4.936014625,ug/mL,15,.,.,.,.,0.0057,kg/d,0.0075,L/d,200,.,ug/kg bw/d
8,USA,NAM,mice,10,30,0.333,0.03,0.002,IM,N,1,FIX,12,CLAEP,150,30.3296,3.9488117,ug/mL,15,.,.,.,.,0.0057,kg/d,0.0075,L/d,200,.,ug/kg bw/d
8,USA,NAM,mice,10,30,0.333,0.03,0.002,IM,N,1,FIX,12,CLAEP,30,19.78022,0.000001,ug/mL,15,.,.,.,.,0.0057,kg/d,0.0075,L/d,200,.,ug/kg bw/d
8,USA,NAM,mice,10,30,0.333,0.03,0.002,IM,N,1,FIX,12,CLANEP,15,0.000025,0.000001,ug/mL,15,.,.,.,.,0.0057,kg/d,0.0075,L/d,0.000025,.,ug/kg bw/d
8,USA,NAM,mice,10,30,0.333,0.03,0.002,IM,N,1,FIX,12,CLANEP,30,0.000025,0.000001,ug/mL,15,.,.,.,.,0.0057,kg/d,0.0075,L/d,0.000025,.,ug/kg bw/d
8,USA,NAM,mice,10,30,0.333,0.03,0.002,IM,N,1,FIX,12,CLANEP,60,0.000025,0.000001,ug/mL,15,.,.,.,.,0.0057,kg/d,0.0075,L/d,0.000025,.,ug/kg bw/d
8,USA,NAM,mice,10,30,0.333,0.03,0.002,IM,N,1,FIX,12,CLANEP,90,0.000025,0.000001,ug/mL,15,.,.,.,.,0.0057,kg/d,0.0075,L/d,0.000025,.,ug/kg bw/d
8,USA,NAM,mice,10,30,0.333,0.03,0.002,IM,N,1,FIX,12,CLANEP,150,0.000025,0.000001,ug/mL,15,.,.,.,.,0.0057,kg/d,0.0075,L/d,0.000025,.,ug/kg bw/d
8,USA,NAM,mice,10,30,0.333,0.03,0.002,IM,N,1,FIX,12,CLANEP,185,0.000025,0.000001,ug/mL,15,.,.,.,.,0.0057,kg/d,0.0075,L/d,0.000025,.,ug/kg bw/d
8,USA,NAM,mice,10,30,0.333,0.03,0.002,IM,N,1,FIX,12,CLAEP,15,0.000025,0.000001,ug/mL,15,.,.,.,.,0.0057,kg/d,0.0075,L/d,200,.,ug/kg bw/d
9,USA,NAM,mice,2,30,0.067,0.0196,0.0012,IF,N,1,FIX,13,CLAEP,28,2.792,0.2953,ug/mL,12,8.5475,0.8517,ug/g,12,0.003724,kg/d,0.0049,L/d,50,.,ug/kg bw/d
9,USA,NAM,mice,2,30,0.067,0.025,0.0014,IM,N,1,FIX,13,CLAEP,28,2.1592,0.1646,ug/mL,12,10.7671,982.4,ug/g,12,0.00475,kg/d,0.00625,L/d,50,.,ug/kg bw/d
9,USA,NAM,mice,2,30,0.067,0.0196,0.0012,IF,N,1,FIX,13,CLAEP,28,0.8235,0.0762,ug/mL,12,2.7942,0.3857,ug/g,12,0.003724,kg/d,0.0049,L/d,15,.,ug/kg bw/d
9,USA,NAM,mice,2,30,0.067,0.025,0.0014,IM,N,1,FIX,13,CLAEP,28,0.8028,0.1283,ug/mL,12,3.7625,0.3289,ug/g,12,0.00475,kg/d,0.00625,L/d,15,.,ug/kg bw/d
9,USA,NAM,mice,2,30,0.067,0.025,0.0014,IM,N,1,FIX,13,CLAEP,28,0.767,0.0082,ug/mL,12,0.4635,0.0496,ug/g,12,0.00475,kg/d,0.00625,L/d,1.5,.,ug/kg bw/d
9,USA,NAM,mice,2,30,0.067,0.0196,0.0012,IF,N,1,FIX,13,CLAEP,28,0.0894,0.0085,ug/mL,12,0.3456,0.0352,ug/g,12,0.003724,kg/d,0.0049,L/d,1.5,.,ug/kg bw/d
9,USA,NAM,mice,2,30,0.067,0.0196,0.0012,IF,N,1,FIX,13,CLAEP,28,0.0321,0.0037,ug/mL,12,0.000001,0.0052,ug/g,12,0.003724,kg/d,0.0049,L/d,0.000025,.,ug/kg bw/d
9,USA,NAM,mice,2,30,0.067,0.025,0.0014,IM,N,1,FIX,13,CLAEP,28,0.0248,0.0034,ug/mL,12,0.1604,0.00148,ug/g,12,0.00475,kg/d,0.00625,L/d,0.5,.,ug/kg bw/d
9,USA,NAM,mice,2,30,0.067,0.0196,0.0012,IF,N,1,FIX,13,CLANEP,28,0.0086,0.0016,ug/mL,12,0.000001,0.0053,ug/g,12,0.003724,kg/d,0.0049,L/d,0.000025,.,ug/kg bw/d
9,USA,NAM,mice,2,30,0.067,0.025,0.0014,IM,N,1,FIX,13,CLANEP,28,0.0056,0.0013,ug/mL,12,0.000001,0.0062,ug/g,12,0.00475,kg/d,0.00625,L/d,0.000025,.,ug/kg bw/d
9,USA,NAM,mice,2,30,0.067,0.0196,0.0012,IF,N,1,FIX,13,CLANEP,0,0.000025,0.000001,ug/mL,12,0.000001,.,ug/g,12,0.003724,kg/d,0.0049,L/d,0.000025,.,ug/kg bw/d
9,USA,NAM,mice,2,30,0.067,0.025,0.0014,IM,N,1,FIX,13,CLANEP,0,0.000025,0.000001,ug/mL,12,0.000001,.,ug/g,12,0.00475,kg/d,0.00625,L/d,0.000025,.,ug/kg bw/d
10,China,NAM,mice,1.75,30,0.058,0.02477,0.000882,IM,N,1,FIX,14,CLAEP,28,40.97,4.846938776,ug/mL,6,417.98,18.13471503,ug/g,6,0.0047063,kg/d,0.0061925,L/d,5000,.,ug/kg bw/d
10,China,NAM,mice,1.75,30,0.058,0.02499,0.000735,IM,N,1,FIX,14,CLAEP,28,16.77,0.000001,ug/mL,6,142.74,0.000001,ug/g,6,0.0047481,kg/d,0.0062475,L/d,1000,.,ug/kg bw/d
10,China,NAM,mice,1.75,30,0.058,0.02489,0.000808,IM,N,1,FIX,14,CLAEP,28,12.38,0.000001,ug/mL,6,39.67,0.000001,ug/g,6,0.0047291,kg/d,0.0062225,L/d,200,.,ug/kg bw/d
10,China,NAM,mice,1.75,30,0.058,0.02466,0.000759,IM,N,1,FIX,14,CLANEP,28,0.000025,0.000001,ug/mL,6,0.000001,0.000001,ug/g,6,0.0046854,kg/d,0.006165,L/d,0.000025,.,ug/kg bw/d
11,China,ASIA,mice,1.5,30,0.05,0.02,.,IF,N,2,FIX,15,CLAEP,28,179.75,7.5105,ug/mL,5,.,.,ug/g,5,0.000399,kg/d,0.000525,L/d,10000,.,ug/kg bw/d
11,China,ASIA,mice,1.5,30,0.05,0.02,.,IF,N,2,FIX,15,CLAEP,28,123.17829,13.018,ug/mL,5,.,.,ug/g,5,0.000399,kg/d,0.000525,L/d,5000,.,ug/kg bw/d
11,China,ASIA,mice,1.5,30,0.05,0.02,.,IF,N,2,FIX,15,CLAEP,28,33.0462,3.5049,ug/mL,5,.,.,ug/g,5,0.000399,kg/d,0.000525,L/d,1000,.,ug/kg bw/d
11,China,ASIA,mice,1.5,30,0.05,0.02,.,IF,N,2,FIX,15,CLANEP,28,1.0014,0.1001,ug/mL,4,.,.,ug/g,4,0.000399,kg/d,0.000525,L/d,0.000025,.,ug/kg bw/d
11,China,ASIA,mice,1.5,30,0.05,0.02,.,IM,N,1,FIX,16,CLAEP,28,168.2,32.55,ug/mL,5,.,.,ug/g,5,0.000399,kg/d,0.000525,L/d,10000,.,ug/kg bw/d
11,China,ASIA,mice,1.5,30,0.05,0.02,.,IM,N,1,FIX,16,CLAEP,28,110.2,11.5161,ug/mL,5,.,.,ug/g,5,0.000399,kg/d,0.000525,L/d,5000,.,ug/kg bw/d
11,China,ASIA,mice,1.5,30,0.05,0.02,.,IM,N,1,FIX,16,CLAEP,28,30.042,5.007,ug/mL,5,.,.,ug/g,5,0.000399,kg/d,0.000525,L/d,1000,.,ug/kg bw/d
11,China,ASIA,mice,1.5,30,0.05,0.02,.,IM,N,1,FIX,16,CLANEP,28,2.0039,1.0014,ug/mL,5,.,.,ug/g,4,0.000399,kg/d,0.000525,L/d,0.000025,.,ug/kg bw/d
12,China,Asia,mice,1.75,30,0.058,0.02,0.002,IM,N,1,FIX,17,CLAEP,28,78.52,11.4,ug/mL,6,.,.,ug/g,.,0.0038,kg/d,0.005,L/d,70000,.,ug/kg bw/d
12,China,Asia,mice,1.75,30,0.058,0.02,0.002,IM,N,1,FIX,17,CLAEP,28,8.43,1.86,ug/mL,6,.,.,ug/g,.,0.0038,kg/d,0.005,L/d,7000,.,ug/kg bw/d
12,China,Asia,mice,1.75,30,0.058,0.02,0.002,IM,N,1,FIX,17,CLANEP,28,0.000025,0.000001,ug/mL,6,.,.,ug/g,.,0.0038,kg/d,0.005,L/d,0.000025,.,ug/kg bw/d
13,China,Asia,mice,2,30,0.067,0.0255,0.00354,IM,N,1,FIX,18,CLAEP,28,246.4,17.4,ug/mL,10,.,.,ug/g,.,0.004845,kg/d,0.006375,L/d,50000,.,ug/kg bw/d
13,China,Asia,mice,2,30,0.067,0.0255,0.00354,IM,N,1,FIX,18,CLAEP,28,217.4,0.000001,ug/mL,10,.,.,ug/g,.,0.004845,kg/d,0.006375,L/d,25000,.,ug/kg bw/d
13,China,Asia,mice,2,30,0.067,0.0255,0.00354,IM,N,1,FIX,18,CLAEP,28,37.2,9.19,ug/mL,10,.,.,ug/g,.,0.004845,kg/d,0.006375,L/d,2500,.,ug/kg bw/d
13,China,Asia,mice,2,30,0.067,0.0255,0.00354,IM,N,1,FIX,18,CLAEP,28,3.9,0.000001,ug/mL,10,.,.,ug/g,.,0.004845,kg/d,0.006375,L/d,250,.,ug/kg bw/d
13,China,Asia,mice,2,30,0.067,0.0255,0.00354,IM,N,1,FIX,18,CLANEP,28,0.000025,0.000001,ug/mL,10,.,.,ug/g,.,0.004845,kg/d,0.006375,L/d,0.000025,.,ug/kg bw/d
14,USA,NAM,mice,1.62,30,0.062,0.0257,.,IM,N,1,FIX,19,CLAEP,49,281.7398,29.7095,ug/mL,1,572.35023,94.0092,ug/g,1,0.00302,kg/d,0.00474,L/d,3000,.,ug/kg bw/d
14,USA,NAM,mice,1.62,30,0.062,0.0258,.,IM,N,1,FIX,19,CLAEP,49,226.1982,23.1956,ug/mL,1,428.57142,51.15207373,ug/g,1,0.00302,kg/d,0.00474,L/d,3000,.,ug/kg bw/d
14,USA,NAM,mice,1.62,30,0.062,0.0218,.,IM,N,1,FIX,19,CLAEP,49,189.8437,9.42,ug/mL,1,391.2442,45.6221,ug/g,1,0.00302,kg/d,0.00474,L/d,3000,.,ug/kg bw/d
15,USA,NAM,mice,1.319,30,0.044,0.0343,.,IF,Y,1,FIX,20,CLAEP,40,9.84,1.22,ug/mL,4,.,.,ug/g,.,0.006517,kg/d,0.008575,L/d,1000,.,ug/kg bw/d
15,USA,NAM,mice,1.319,30,0.044,0.0319,.,IF,Y,1,FIX,20,CLAEP,40,7.32,1.64,ug/mL,4,.,.,ug/g,.,0.006061,kg/d,0.007975,L/d,1000,.,ug/kg bw/d
